x,y,lat,long
644,322,52.35969553007874,4.952251397878787
646,322,52.35969553007874,4.952266119393939
647,321,52.35970351228347,4.952273480151515
648,320,52.35971149448819,4.952280840909091
650,320,52.35971149448819,4.952295562424242
651,319,52.359719476692916,4.952302923181818
653,319,52.359719476692916,4.9523176446969694
654,318,52.35972745889764,4.952325005454545
655,317,52.35973544110236,4.952332366212121
657,317,52.35973544110236,4.952347087727272
658,316,52.35974342330709,4.952354448484848
660,316,52.35974342330709,4.95236917
662,316,52.35974342330709,4.952383891515151
664,316,52.35974342330709,4.952398613030303
666,316,52.35974342330709,4.952413334545454
668,316,52.35974342330709,4.952428056060606
670,316,52.35974342330709,4.952442777575757
672,316,52.35974342330709,4.952457499090909
673,317,52.35973544110236,4.952464859848485
674,318,52.35972745889764,4.952472220606061
675,319,52.359719476692916,4.952479581363636
676,320,52.35971149448819,4.952486942121212
677,321,52.35970351228347,4.952494302878788
678,322,52.35969553007874,4.9525016636363635
