x,y,lat,long
533,197,52.360693305669294,4.951434353787879
535,197,52.360693305669294,4.95144907530303
537,197,52.360693305669294,4.951463796818182
538,196,52.360701287874015,4.9514711575757575
540,196,52.360701287874015,4.951485879090908
541,195,52.36070927007874,4.951493239848484
543,195,52.36070927007874,4.951507961363636
544,194,52.360717252283465,4.951515322121212
546,194,52.360717252283465,4.951530043636364
547,193,52.36072523448819,4.951537404393939
549,193,52.36072523448819,4.951552125909091
550,192,52.360733216692914,4.951559486666667
552,192,52.360733216692914,4.951574208181818
554,192,52.360733216692914,4.951588929696969
555,191,52.36074119889764,4.951596290454545
557,191,52.36074119889764,4.951611011969697
558,190,52.36074918110236,4.951618372727273
560,190,52.36074918110236,4.951633094242424
561,189,52.360757163307085,4.951640455
562,188,52.36076514551181,4.951647815757576
563,187,52.360773127716534,4.9516551765151515
565,187,52.360773127716534,4.951669898030302
566,186,52.36078110992126,4.951677258787878
568,186,52.36078110992126,4.95169198030303
569,185,52.360789092125984,4.951699341060606
570,184,52.36079707433071,4.951706701818182
571,183,52.36080505653543,4.951714062575757
570,182,52.36081303874016,4.951706701818182
571,181,52.36082102094488,4.951714062575757
570,180,52.36082900314961,4.951706701818182
571,179,52.36083698535433,4.951714062575757
572,178,52.36084496755905,4.951721423333333
571,177,52.36085294976378,4.951714062575757
572,176,52.3608609319685,4.951721423333333
571,175,52.36086891417323,4.951714062575757
572,174,52.36087689637795,4.951721423333333
571,173,52.36088487858268,4.951714062575757
572,172,52.3608928607874,4.951721423333333
571,171,52.36090084299213,4.951714062575757
572,170,52.36090882519685,4.951721423333333
571,169,52.36091680740157,4.951714062575757
570,168,52.3609247896063,4.951706701818182
571,167,52.36093277181102,4.951714062575757
570,166,52.36094075401575,4.951706701818182
569,165,52.36094873622047,4.951699341060606
568,164,52.3609567184252,4.95169198030303
567,163,52.36096470062992,4.951684619545454
566,162,52.36097268283465,4.951677258787878
565,161,52.36098066503937,4.951669898030302
564,160,52.3609886472441,4.951662537272727
563,159,52.36099662944882,4.9516551765151515
562,158,52.36100461165354,4.951647815757576
561,157,52.36101259385827,4.951640455
559,157,52.36101259385827,4.951625733484848
558,156,52.36102057606299,4.951618372727273
557,155,52.36102855826772,4.951611011969697
555,155,52.36102855826772,4.951596290454545
553,155,52.36102855826772,4.951581568939393
551,155,52.36102855826772,4.9515668474242425
549,155,52.36102855826772,4.951552125909091
547,155,52.36102855826772,4.951537404393939
546,154,52.36103654047244,4.951530043636364
544,154,52.36103654047244,4.951515322121212
542,154,52.36103654047244,4.95150060060606
540,154,52.36103654047244,4.951485879090908
538,154,52.36103654047244,4.9514711575757575
536,154,52.36103654047244,4.951456436060606
534,154,52.36103654047244,4.951441714545454
533,155,52.36102855826772,4.951434353787879
531,155,52.36102855826772,4.951419632272727
530,156,52.36102057606299,4.951412271515151
528,156,52.36102057606299,4.951397549999999
